# De Novo Monomer Dataset compiled by Daniel Peñas-Utrilla and Enrique Marcos (July 2022)

# Designs were collected from the following references:

# id Reference
#-------------------------------------------------------------
#  1  Koga N et al.,Nature(2012). doi:10.1038/nature11600 
#  2  Lin YR et al.,PNAS(2015). doi: 10.1073/pnas.1509508112
#  3  Brunette TJ et al.,Nature(2015). doi:10.1038/nature16162
#  4  Doyle L et al.,Nature(2015). doi:10.1038/nature16191
#  5  Marcos E et al.,Science(2017). doi:10.1126/science.aah7389
#  6  Dou J et al.,Nature(2018). doi:10.1038/s41586-018-0509-0
#  7  Marcos E et al.,Nat.Struct.Mol.Biol.(2018). doi:10.1038/s41594-018-0141-6
#  8  Basanta B et al.,PNAS(2020). doi:10.1073/pnas.2005412117
#  9  Pan X et al.,Science(2020). doi:10.1126/science.abc0881
# 10  Minami S et al.,Biorxiv(2021). doi:10.1101/2021.08.06.455475
# 11  Chidyausiku TM et al.,Biorxiv(2021). doi:10.1101/2021.12.20.472081
# 12  Kuhlman B et al.,Science(2003). doi:10.1126/science.1089427
# 13  Huang PS et al.,Nat.Chem.Biol.(2016). doi:10.1038/nchembio.1966
# 13  Rocklin GJ et al.,Science(2017). doi:10.1126/science.aan0693

# the pdb field below corresponds to the name of the design as reported in the corresponding reference plus a ".0" or ".1" suffix if the design was considered unsuccessful or successful, respectively.
# succesful designs were those reported to be predominantly monomeric by SEC-MALS and had a circular dichroism spectra compatible with the design structure

pdb,median_plddt_CF,median_min_plddt_CF,median_res_plddt75_CF,median_rmsd_intra,median_rmsd_alone,median_inter_nres,max_inter_nres,median_buried_hydrophobic_surface,median_ddg,median_sasa_interface,median_monomer_hpatch,median_monomer_sap_score,median_total_score_monomer_relax,graph_solubility,Soluprot_solubility,net_charge72,median_plddt,plddt_bm,plddt_wm,min_plddt_bm,median_%_res_plddt_upper75,median_q_score,q_score_bm,q_score_wm,median_CA_rms,mean_CA_rms_bm,max_CA_rms_bm,mean_CA_rms_wm,median_%_res_CA_rms_low15,perc_low_rms,tot_exp,maxrmsd,maxavg,av_all_low3_rms,hpatch_monomer,SAP_monomer,total_score_monomer,monomer,reference_id
RO2_17.0,93.57,82.6,100.0,0.04,0.18,0.0,2,155.44,-6.69,36.65,18.56,33.44,-7.5,0.748,0.6468,2.29,90.36,91.73,87.23,83.13,96.97,0.86,0.87,0.86,0.95,0.92,1.44,0.96,96.97,77.6,81965.4,0.86,2.67,0.29,13.76,35.07,-3.98,0,9
RO2_18.0,92.42,77.94,100.0,0.07,0.26,0.0,1,154.26,-6.8,45.11,5.28,26.98,-7.62,0.708,0.511,1.29,89.98,91.32,86.81,73.56,95.19,0.8,0.81,0.8,1.34,1.3,2.2,1.35,74.04,76.6,79427.9,0.99,2.82,0.31,7.52,31.44,-3.97,0,9
RO2_19.0,83.85,50.27,79.0,0.08,0.66,2.0,4,143.31,-6.93,203.77,4.72,32.08,-6.89,0.707,0.515,1.3,83.16,85.55,80.7,56.44,76.7,0.84,0.86,0.83,1.08,0.95,1.45,1.12,93.2,70.6,116496.9,1.92,3.2,0.41,3.36,39.52,-3.61,0,9
RO2_2.0,87.51,64.74,95.79,0.11,0.26,1.0,3,152.61,-5.93,77.39,7.6,30.82,-7.09,0.68,0.523,2.67,87.0,88.07,83.35,67.25,91.84,0.81,0.83,0.8,1.3,1.12,1.93,1.31,76.53,74.4,85554.9,0.93,2.55,0.35,9.6,31.07,-3.7,0,9
RO2_20.1,82.94,54.12,81.91,0.09,2.42,2.0,5,145.86,-9.39,181.61,8.24,41.28,-7.0,0.738,0.5686,3.66,85.39,86.67,64.68,74.73,80.41,0.78,0.79,0.77,1.46,1.39,2.49,1.49,63.92,70.2,109478.8,2.32,3.78,0.43,4.64,46.04,-3.76,1,9
RO2_21.0,79.78,48.88,74.02,0.19,0.47,1.0,5,133.43,-2.49,23.83,4.64,36.3,-7.33,0.779,0.6074,-0.7,80.93,83.94,78.49,57.43,72.38,0.82,0.82,0.81,1.32,1.28,3.45,1.37,75.24,75.0,83766.1,0.99,2.46,0.33,5.6,36.76,-3.85,0,9
RO2_22.0,80.96,51.26,73.94,0.32,1.3,2.0,4,146.22,-0.13,3.33,9.36,30.18,-7.06,0.719,0.6443,-0.7,83.71,85.55,81.34,56.7,75.26,0.77,0.79,0.77,1.61,1.42,2.12,1.67,47.42,64.9,111253.2,1.48,3.04,0.44,5.12,27.74,-3.73,0,9
RO2_23.0,86.9,67.11,92.78,0.08,0.53,2.0,5,147.76,-5.31,164.2,6.08,24.18,-7.3,0.84,0.5417,5.35,88.8,90.1,67.64,71.1,93.0,0.77,0.8,0.77,1.55,1.33,2.13,1.58,59.0,79.2,77082.7,0.78,2.51,0.29,3.2,26.62,-3.86,0,9
RO2_24.0,82.0,51.36,78.35,0.16,0.68,1.0,6,145.5,-0.24,75.6,6.88,23.28,-7.1,0.729,0.5309,4.67,83.78,85.48,80.83,59.61,84.0,0.87,0.87,0.86,0.96,0.96,1.41,1.01,95.0,74.4,81918.1,0.7,2.72,0.31,14.08,21.89,-3.79,0,9
RO2_25.1,89.45,65.78,96.91,0.07,0.57,0.0,2,150.02,-6.65,41.78,8.48,28.93,-7.35,0.913,0.6951,-0.7,86.25,88.25,74.6,65.07,92.0,0.78,0.79,0.77,1.54,1.52,3.3,1.58,53.0,73.7,96040.9,0.97,2.88,0.31,13.12,31.83,-3.87,1,9
RO2_3.0,76.19,52.0,54.5,0.27,1.56,1.0,4,145.68,-3.5,34.09,2.72,32.83,-6.72,0.652,0.657,-2.69,76.93,80.88,75.92,56.49,55.34,0.78,0.79,0.78,1.65,1.58,4.42,1.73,57.28,66.6,109168.8,1.81,2.79,0.43,4.48,36.68,-3.52,0,9
RO2_4.0,87.12,67.13,93.94,0.08,0.62,1.0,4,155.8,0.0,0.0,13.36,42.06,-7.16,0.642,0.4632,5.29,82.59,85.94,66.51,66.44,76.47,0.68,0.71,0.67,2.5,2.15,3.71,2.66,0.0,71.7,125268.4,2.12,3.95,0.44,21.76,44.65,-3.8,0,9
RO2_5.1,82.94,59.9,89.9,0.21,0.82,0.0,4,147.31,-4.34,158.88,15.84,39.02,-7.06,0.694,0.4962,4.67,84.01,86.96,82.3,71.36,88.24,0.81,0.82,0.8,1.31,1.23,2.0,1.33,75.49,74.4,93509.4,1.59,3.34,0.37,17.44,43.18,-3.77,1,9
RO2_6.1,87.38,60.9,93.87,0.24,0.52,3.0,6,153.01,-6.81,40.23,10.4,42.17,-7.04,0.653,0.5319,3.67,87.15,89.07,84.77,63.91,91.74,0.84,0.85,0.84,1.1,1.04,1.75,1.11,82.57,66.9,158461.9,1.85,3.59,0.43,10.24,46.84,-3.73,1,9
RO2_7.0,84.42,74.44,99.49,0.08,0.68,0.0,1,137.7,-7.72,55.37,7.12,19.98,-7.09,0.734,0.6491,0.3,83.95,88.24,81.58,73.55,90.1,0.82,0.83,0.81,1.18,1.14,1.64,1.27,86.14,69.4,126653.4,1.98,3.5,0.36,3.84,23.97,-3.65,0,9
RO2_8.0,83.97,58.75,82.99,0.11,0.74,2.5,3,148.42,-3.18,24.87,17.84,39.66,-7.07,0.727,0.4086,4.3,85.06,87.79,81.62,64.76,89.0,0.85,0.86,0.84,1.01,0.97,2.13,1.07,90.0,75.5,100088.7,0.96,3.51,0.36,9.12,33.3,-3.88,0,9
RO2_9.1,89.8,54.93,95.83,0.11,0.34,0.0,1,158.49,-7.44,57.05,4.24,30.69,-7.01,0.689,0.6411,-0.33,87.75,90.23,85.93,62.09,92.93,0.82,0.84,0.81,1.22,1.07,1.37,1.32,92.93,70.0,106254.0,1.57,3.29,0.41,4.0,34.97,-3.7,1,9
Rd1NTF2_01.0,77.12,51.14,56.13,0.11,0.84,9.5,13,115.12,-8.81,260.35,2.0,30.82,-6.2,0.938,0.8964,-6.86,79.16,81.2,77.53,54.58,66.06,0.76,0.78,0.74,1.58,1.47,4.34,1.73,49.54,65.1,115076.5,1.23,2.55,0.41,1.6,30.78,-3.25,0,8
Rd1NTF2_02.0,78.74,55.4,71.82,0.07,0.46,13.5,19,129.23,-18.0,607.19,0.8,35.28,-6.62,0.882,0.8841,-9.97,74.44,85.33,64.12,60.13,56.64,0.87,0.87,0.85,0.88,0.86,1.24,0.95,97.35,71.7,100129.0,0.9,2.75,0.34,1.28,43.09,-3.51,0,8
Rd1NTF2_03.1,75.6,50.36,63.89,0.19,1.78,5.5,11,136.93,-6.17,184.1,4.24,36.88,-6.54,0.893,0.797,-2.04,76.85,88.93,67.04,71.68,75.68,0.89,0.89,0.88,0.8,0.78,1.2,0.83,97.3,67.3,118936.0,1.83,2.69,0.42,6.08,28.49,-3.48,1,8
Rd1NTF2_04.1,87.76,71.05,99.07,0.13,0.66,3.5,7,141.5,-9.73,281.55,1.6,29.02,-6.8,0.857,0.7699,-0.99,89.24,94.85,84.31,79.53,90.09,0.78,0.78,0.76,1.37,1.32,3.14,1.45,66.67,73.5,126797.6,4.13,4.53,0.42,0.96,26.66,-3.56,1,8
Rd1NTF2_05.1,83.24,68.0,91.2,0.11,1.48,6.0,9,136.47,-0.0,0.0,3.36,41.56,-6.76,0.814,0.6834,3.13,86.14,90.91,69.74,75.94,92.79,0.88,0.89,0.87,0.88,0.8,1.71,0.91,94.59,77.2,107420.4,2.09,4.33,0.37,2.88,36.98,-3.62,1,8
Rd1NTF2_06.1,72.9,52.89,42.79,0.16,12.06,10.5,16,134.49,-28.68,684.76,5.84,34.24,-6.39,0.927,0.8561,1.57,87.13,88.95,84.57,65.33,86.84,0.87,0.88,0.86,0.92,0.88,1.95,0.95,92.98,75.3,95480.3,0.86,2.44,0.34,2.4,47.44,-3.58,1,8
Rd1NTF2_07.1,86.52,34.97,83.78,0.18,1.1,5.0,9,137.84,-28.06,623.4,9.52,43.36,-6.37,0.944,0.8855,-2.11,82.45,84.97,76.01,47.67,80.7,0.86,0.86,0.85,1.01,0.96,2.68,1.12,85.96,71.8,116485.7,2.19,3.51,0.46,2.4,50.06,-3.34,1,8
Rd1NTF2_08.0,75.31,50.92,61.26,0.2,2.1,2.0,6,129.85,-4.82,76.63,7.44,42.04,-6.04,0.95,0.9338,2.89,72.39,85.09,69.04,57.37,46.49,0.73,0.74,0.72,1.9,1.77,3.62,2.07,45.61,79.1,89972.2,0.95,2.25,0.35,8.0,41.67,-3.43,0,8
Rd1NTF2_09.0,74.54,43.33,56.76,0.35,3.52,2.5,6,137.72,-11.06,247.54,14.0,31.56,-6.32,0.94,0.8589,2.72,84.38,85.32,82.34,60.73,88.6,0.77,0.78,0.77,1.5,1.43,3.1,1.55,59.65,79.4,91441.1,0.93,2.67,0.31,10.08,43.99,-3.46,0,8
Rd1NTF2_10.1,90.7,73.26,98.65,0.04,0.36,3.0,8,129.74,-7.4,240.91,3.84,32.53,-6.88,0.958,0.9363,-7.16,88.94,91.24,84.72,75.44,96.49,0.79,0.8,0.78,1.36,1.31,3.97,1.43,69.3,76.2,138565.6,0.97,3.4,0.33,2.4,22.48,-3.6,1,8
Rd1NTF2_11.0,57.81,35.5,0.0,0.21,2.99,11.0,17,130.66,-16.74,471.38,5.92,45.15,-6.29,0.947,0.9158,-2.15,79.63,83.71,73.43,49.16,78.07,0.82,0.84,0.78,1.17,1.02,1.57,1.37,80.7,63.7,273569.7,1.95,4.66,0.49,7.52,52.12,-3.22,0,8
Rd1NTF2_12.0,62.04,43.3,7.08,0.13,1.56,4.5,11,121.74,-9.17,201.58,6.0,48.99,-6.32,0.931,0.8524,-5.09,83.69,86.08,78.35,68.31,82.57,0.79,0.79,0.77,1.41,1.37,3.14,1.46,68.81,73.9,85014.8,0.71,2.22,0.33,13.92,60.28,-3.29,0,8
Rd1NTF2_13.0,77.12,51.14,56.13,0.11,0.83,9.5,13,114.94,-12.07,319.31,1.92,33.03,-6.18,0.938,0.8964,-6.86,79.02,80.57,75.63,54.48,65.14,0.77,0.81,0.75,1.52,1.27,3.11,1.69,59.63,65.2,115293.1,1.24,2.58,0.41,1.6,30.04,-3.27,0,8
Rd1NTF2_14.0,51.99,32.02,0.0,0.44,13.4,5.0,10,134.08,-4.54,138.65,4.0,38.97,-5.58,0.731,0.832,6.89,54.29,93.06,45.14,78.8,0.92,0.79,0.81,0.78,1.31,1.19,2.37,1.43,70.64,40.9,404849.4,4.25,5.06,0.78,2.88,37.18,-3.45,0,8
Rd1NTF2_15.1,80.72,54.4,75.94,0.19,0.66,7.0,9,130.86,-10.73,249.66,3.76,31.66,-6.57,0.909,0.9072,0.01,93.41,93.88,92.3,75.92,97.25,0.86,0.89,0.86,0.97,0.81,1.74,1.02,85.32,64.1,121472.7,1.04,2.55,0.35,3.68,35.46,-3.49,1,8
Rd1NTF2_16.0,42.78,27.31,0.0,0.7,10.03,7.0,37,117.9,-12.25,230.61,34.0,68.06,-5.36,0.949,0.8842,-9.02,70.8,84.11,58.07,69.17,26.61,0.69,0.72,0.69,2.25,1.95,5.1,2.25,29.36,52.4,182189.3,3.07,4.36,0.65,3.04,34.9,-3.27,0,8
Rd1NTF2_17.1,80.76,54.92,75.47,0.11,0.74,5.0,10,128.68,-9.17,198.07,1.28,26.92,-6.49,0.777,0.7276,4.07,87.29,88.67,86.72,63.4,85.32,0.87,0.88,0.86,0.94,0.86,1.4,0.95,89.91,71.7,90975.2,1.72,2.7,0.39,1.28,29.58,-3.41,1,8
Rd2NTF2_01.0,77.46,55.52,60.55,0.17,2.13,17.5,24,153.82,-19.21,695.76,2.48,42.96,-6.65,0.728,0.7617,-2.81,79.84,85.15,75.45,61.76,78.57,0.81,0.82,0.8,1.23,1.21,2.62,1.35,85.71,66.5,144387.6,1.31,3.22,0.4,5.44,58.67,-3.34,0,8
Rd2NTF2_02.0,89.4,73.26,99.1,0.09,0.48,23.5,24,155.03,-39.96,996.97,6.32,74.57,-6.74,0.615,0.4497,-3.69,92.01,93.53,90.21,78.13,97.37,0.78,0.8,0.78,1.36,1.21,2.55,1.41,78.07,71.9,92777.0,1.03,2.26,0.35,6.56,78.61,-3.54,0,8
Rd2NTF2_03.1,42.82,26.14,0.0,0.42,12.08,2.0,5,139.56,-18.51,391.57,14.88,86.4,-5.66,0.558,0.5522,-9.79,53.15,84.47,47.24,61.16,0.89,0.81,0.85,0.8,1.26,1.02,1.76,1.31,75.0,49.9,253441.7,2.03,4.19,0.55,12.16,72.32,-3.45,1,8
Rd2NTF2_04.0,88.82,69.81,94.96,0.18,0.98,11.0,13,145.66,-19.67,481.86,3.28,47.3,-6.78,0.81,0.8268,-8.86,80.9,91.51,80.28,78.83,76.79,0.81,0.83,0.8,1.4,1.17,2.23,1.44,67.86,50.0,345134.5,2.45,4.74,0.59,3.36,55.26,-3.68,0,8
Rd2NTF2_05.0,83.16,64.32,84.24,0.23,0.56,11.5,18,137.3,-21.56,648.14,3.76,55.01,-6.4,0.656,0.5874,-2.95,77.83,89.24,71.17,75.31,68.42,0.87,0.87,0.86,0.93,0.88,1.37,0.94,97.37,62.9,239981.0,1.5,2.98,0.41,4.0,54.41,-3.39,0,8
Rd2NTF2_06.1,81.66,66.19,84.4,0.19,0.94,7.5,9,137.34,-12.94,238.58,14.08,60.84,-6.49,0.896,0.4808,-8.06,81.19,88.73,55.42,73.49,76.79,0.81,0.85,0.8,1.27,1.04,2.11,1.35,74.11,64.8,170541.4,1.61,4.56,0.42,16.8,78.88,-3.39,1,8
Rd2NTF2_07.1,82.51,61.83,87.39,0.07,3.64,17.5,20,138.56,-30.61,887.8,6.8,64.38,-6.22,0.806,0.7686,-2.92,85.09,90.67,78.45,75.52,93.86,0.86,0.87,0.85,0.99,0.94,1.52,1.01,95.61,60.2,246809.9,1.24,5.24,0.4,5.92,65.91,-3.44,1,8
Rd2NTF2_08.0,81.39,58.78,73.42,0.13,1.21,7.0,18,149.73,-16.96,195.5,4.32,56.1,-6.55,0.77,0.8248,-4.69,86.02,87.34,84.07,64.42,86.84,0.86,0.87,0.85,0.96,0.93,1.46,1.02,95.61,70.7,168930.9,0.84,3.93,0.36,7.84,69.34,-3.31,0,8
Rd2NTF2_09.0,78.88,64.89,77.48,0.11,0.55,21.0,22,151.31,-26.82,653.08,8.4,66.66,-6.3,0.845,0.5457,-4.98,82.58,90.0,78.27,78.16,86.84,0.86,0.86,0.85,1.01,0.99,1.57,1.05,95.61,62.9,158804.5,1.16,2.54,0.39,11.04,60.26,-3.39,0,8
Rd2NTF2_10.1,88.37,69.4,98.18,0.1,0.85,20.5,25,161.36,-25.08,786.94,1.84,49.67,-7.04,0.638,0.6899,-3.82,91.43,91.65,89.79,61.45,92.92,0.82,0.87,0.81,1.22,0.93,1.52,1.29,80.53,75.7,90814.8,1.57,2.58,0.35,1.12,58.78,-3.63,1,8
Rd2NTF2_11.1,50.6,34.66,0.0,0.38,14.36,1.5,17,149.3,-17.32,547.75,44.32,105.66,-6.03,0.777,0.8107,-2.81,82.82,87.74,76.52,70.45,85.19,0.85,0.87,0.85,0.96,0.92,1.38,0.98,96.3,68.3,108725.0,1.37,3.06,0.38,7.04,82.27,-3.66,1,8
Rd2NTF2_12.1,40.9,26.95,0.0,1.58,14.16,10.5,17,149.06,-42.66,1048.73,79.44,126.52,-5.98,0.743,0.5676,-2.92,90.7,93.4,88.07,85.55,97.41,0.85,0.87,0.85,1.03,0.93,1.54,1.04,88.79,67.5,177332.3,1.7,4.05,0.41,12.64,87.74,-3.59,1,8
Rd2NTF2_13.1,76.68,53.66,61.16,0.13,0.5,9.0,18,159.9,-19.17,426.78,8.64,63.97,-6.6,0.669,0.7905,-3.24,85.08,87.75,80.82,65.54,87.83,0.84,0.86,0.84,1.03,0.98,1.53,1.08,88.7,43.3,459324.1,2.48,6.02,0.67,7.52,68.11,-3.47,1,8
Rd2NTF2_14.0,82.04,59.27,77.93,0.12,4.16,20.0,23,150.3,-35.96,1034.01,9.92,73.66,-6.24,0.621,0.5306,-6.23,85.67,91.94,81.82,73.09,92.11,0.82,0.83,0.81,1.19,1.13,2.17,1.22,78.07,53.5,345676.1,4.2,5.51,0.58,2.72,60.28,-3.55,0,8
Rd2NTF2_15.0,82.94,63.97,81.65,0.18,0.71,9.5,18,152.89,-25.52,578.26,4.0,61.8,-7.05,0.762,0.6539,-6.8,86.52,90.28,84.73,74.15,95.54,0.87,0.87,0.86,0.92,0.88,1.63,0.95,95.54,67.5,210058.2,0.79,3.44,0.33,8.64,78.13,-3.69,0,8
Rd2NTF2_16.1,84.76,63.02,89.82,0.1,0.51,16.0,23,156.06,-16.34,440.76,10.32,57.42,-6.63,0.83,0.7906,-7.86,90.75,91.41,88.2,81.83,97.41,0.84,0.86,0.84,1.04,0.97,1.82,1.08,90.52,55.3,375725.6,3.81,5.29,0.61,11.84,62.29,-3.63,1,8
Rd2NTF2_17.0,87.27,69.28,93.81,0.12,1.44,15.5,23,165.01,-30.98,807.12,14.48,80.81,-6.69,0.486,0.408,-2.87,87.0,87.65,82.32,64.76,91.38,0.87,0.88,0.86,0.92,0.86,1.88,0.98,94.83,59.4,227457.0,1.39,3.56,0.41,27.84,98.8,-3.47,0,8
Rd2NTF2_18.0,60.94,34.64,19.82,0.17,3.17,21.5,23,168.27,-57.84,1391.42,22.0,90.31,-6.32,0.761,0.6048,-7.03,56.8,93.25,49.91,80.74,11.4,0.76,0.8,0.71,1.61,1.31,2.16,1.99,44.74,49.3,467718.9,3.16,4.64,0.69,23.04,84.29,-3.57,0,8
Rd2NTF2_19.1,90.52,78.36,100.0,0.05,0.68,13.5,16,163.26,-18.96,630.56,13.28,72.63,-6.68,0.738,0.5263,-3.35,89.29,92.3,73.7,73.46,95.65,0.81,0.84,0.78,1.29,1.1,2.18,1.52,73.04,74.3,95231.2,0.98,2.59,0.35,14.24,79.18,-3.42,1,8
Rd2NTF2_20.1,90.61,74.29,99.01,0.08,0.56,11.0,17,149.42,-17.97,646.41,5.36,42.3,-6.86,0.799,0.724,-4.04,94.22,94.81,92.38,85.4,97.12,0.84,0.85,0.84,1.02,1.02,1.43,1.03,96.15,60.8,222239.2,0.99,4.07,0.38,4.64,45.77,-3.62,1,8
Rd2NTF2_21.0,89.34,74.68,99.1,0.11,0.48,19.0,20,160.46,-31.64,776.24,10.16,74.84,-6.62,0.435,0.661,-3.15,67.58,92.87,47.34,77.41,27.19,0.76,0.78,0.75,1.73,1.57,4.99,1.77,59.65,59.8,275801.6,2.01,4.95,0.47,12.0,82.64,-3.36,0,8
Rd2NTF2_22.0,88.88,68.83,99.07,0.09,0.44,8.5,13,153.08,-17.12,555.1,9.04,63.46,-6.64,0.757,0.7182,-3.53,81.21,93.0,78.99,76.32,76.58,0.88,0.9,0.87,0.84,0.77,0.99,0.86,97.3,69.6,175810.3,1.82,4.29,0.43,7.2,66.49,-3.46,0,8
Rd2NTF2_23.0,88.75,75.54,100.0,0.13,2.25,11.0,13,148.41,-18.57,652.68,15.76,76.86,-6.85,0.727,0.7788,-2.75,93.87,94.54,92.33,83.58,97.32,0.89,0.9,0.88,0.82,0.74,1.03,0.85,97.32,80.7,75136.9,1.05,2.3,0.32,6.4,65.36,-3.63,0,8
Rd2NTF2_24.0,85.58,62.81,92.04,0.11,0.78,8.0,24,144.0,-15.32,574.18,8.48,52.36,-6.8,0.723,0.6696,-3.84,86.24,90.08,71.63,70.05,93.1,0.84,0.86,0.83,1.09,0.97,1.57,1.11,89.66,59.4,145017.9,1.63,2.96,0.43,6.72,49.9,-3.47,0,8
Rd2NTF2_25.1,83.81,52.02,83.78,0.2,1.85,14.5,18,157.03,-21.35,536.99,4.08,59.38,-6.8,0.675,0.7543,-3.98,95.31,96.08,92.86,88.74,97.37,0.89,0.96,0.89,0.85,0.57,0.74,0.85,97.37,65.5,346567.1,2.08,4.98,0.46,2.72,61.43,-3.58,1,8
Rd2NTF2_26.0,78.6,59.94,63.84,0.13,1.09,22.0,22,140.51,-41.54,947.95,5.44,46.69,-6.48,0.699,0.7285,-3.29,81.68,88.33,77.9,71.85,76.52,0.71,0.72,0.71,2.27,2.13,4.66,2.28,38.26,63.2,356959.4,1.41,5.37,0.42,3.52,46.84,-3.46,0,8
Rd2NTF2_27.0,48.97,34.3,0.0,0.18,14.16,16.5,21,139.15,-37.83,1201.05,34.0,89.86,-6.02,0.67,0.8669,-5.59,56.22,86.09,49.69,64.79,10.71,0.8,0.82,0.79,1.29,1.2,2.59,1.43,66.96,67.0,234645.0,2.95,4.68,0.42,24.8,79.51,-3.25,0,8
Rd2NTF2_28.1,84.9,68.81,93.24,0.06,0.54,14.0,18,138.56,-24.36,520.52,6.4,51.08,-6.78,0.878,0.7588,-5.23,82.57,87.64,59.24,70.25,80.7,0.82,0.83,0.82,1.24,1.12,2.26,1.26,76.32,68.5,157158.6,0.73,2.59,0.33,7.2,54.64,-3.48,1,8
Rd2NTF2_29.0,73.0,54.53,42.86,0.19,0.9,8.5,11,145.23,-22.9,408.78,19.68,74.88,-6.36,0.528,0.6714,-3.01,71.01,86.21,64.38,60.28,44.35,0.8,0.83,0.8,1.34,1.17,2.85,1.36,71.3,59.3,297662.6,3.08,4.6,0.54,7.68,83.19,-3.36,0,8
Rd2NTF2_30.0,88.09,75.65,100.0,0.11,0.8,19.0,20,156.51,-32.52,706.23,28.24,101.52,-6.67,0.902,0.7306,-7.92,44.25,90.37,41.46,79.73,0.0,0.74,0.75,0.73,1.88,1.77,3.75,1.97,25.0,63.0,349846.3,2.17,4.75,0.47,37.76,101.5,-3.49,0,8
Rd2NTF2_31.0,61.66,40.96,2.38,0.19,12.89,9.0,12,144.2,-15.19,483.48,5.52,67.42,-6.38,0.559,0.4894,-3.35,75.64,78.33,63.56,51.7,52.78,0.81,0.82,0.8,1.24,1.22,3.51,1.36,84.26,52.0,307476.1,3.43,4.66,0.69,12.32,77.41,-3.13,0,8
Rd2NTF2_32.0,87.86,70.72,97.76,0.12,0.34,9.5,23,144.1,-28.98,632.34,9.6,62.16,-6.29,0.786,0.7448,-4.75,92.22,93.03,90.41,82.35,97.39,0.84,0.86,0.82,1.05,0.94,1.62,1.11,95.65,54.6,364956.8,2.05,4.38,0.51,12.16,64.43,-3.32,0,8
Rd2NTF2_33.0,83.74,63.16,78.24,0.24,1.47,10.5,16,150.32,-9.81,286.19,3.36,48.67,-6.72,0.87,0.8165,-12.68,87.51,88.74,86.29,62.15,79.28,0.84,0.85,0.82,1.06,1.04,1.62,1.16,91.89,52.1,305090.9,2.88,4.55,0.7,3.68,60.96,-3.4,0,8
Rd2NTF2_34.0,60.1,35.99,15.14,0.25,13.76,8.0,16,145.0,-12.82,315.18,2.96,35.61,-6.32,0.743,0.6901,-2.75,80.87,82.18,76.69,60.81,73.21,0.84,0.85,0.84,1.09,1.04,1.87,1.14,83.04,57.7,281829.8,2.15,4.21,0.48,2.4,38.61,-3.35,0,8
Rd2NTF2_35.0,90.71,80.37,100.0,0.11,0.88,16.0,17,154.44,-25.25,515.53,7.28,57.02,-6.68,0.779,0.6412,-7.95,96.38,98.15,93.57,93.44,97.32,0.89,0.9,0.89,0.8,0.76,1.05,0.83,97.32,63.5,531287.6,3.28,6.38,0.48,12.48,69.9,-3.58,0,8
Rd2NTF2_36.1,76.96,53.26,65.14,0.25,0.99,0.0,14,133.52,-11.03,193.34,9.12,58.28,-6.36,0.616,0.7373,-4.29,86.73,88.22,84.38,67.92,90.18,0.82,0.83,0.82,1.25,1.18,3.11,1.27,75.89,52.8,417166.1,3.15,5.64,0.69,8.96,55.96,-3.3,1,8
Rd2NTF2_37.0,88.35,61.24,95.04,0.1,2.74,19.0,21,156.24,-37.88,944.73,8.4,79.51,-6.44,0.747,0.4838,-5.7,83.0,93.31,80.14,84.29,85.09,0.82,0.83,0.79,1.13,1.09,1.55,1.35,89.47,66.4,211297.5,3.86,5.04,0.49,10.08,77.09,-3.5,0,8
Rsmn2x2_5-1.1,87.81,70.28,98.77,0.09,0.32,0.0,4,143.93,-4.72,8.72,2.56,17.9,-7.22,0.736,0.9023,-0.33,88.64,89.44,85.96,75.53,95.24,0.77,0.78,0.77,1.48,1.44,2.14,1.57,52.38,72.1,82883.9,0.64,2.8,0.3,3.36,20.68,-3.83,1,2
Rsmn2x2_5-2.1,88.53,78.16,100.0,0.09,0.29,2.0,3,140.67,-7.65,54.36,0.32,13.34,-6.72,0.681,0.9201,0.67,90.45,91.19,86.94,84.18,96.43,0.87,0.89,0.86,0.9,0.82,1.23,0.98,96.43,76.7,63903.4,0.86,2.84,0.3,0.16,17.41,-3.52,1,2
Rsmn2x2_5-3.0,86.28,75.53,99.38,0.14,0.29,0.0,4,140.16,0.0,0.0,1.36,15.04,-7.1,0.772,0.9544,-3.33,87.12,89.21,84.94,81.16,96.43,0.84,0.86,0.84,1.01,0.93,1.41,1.01,92.86,76.5,64512.0,0.59,2.6,0.28,2.24,18.93,-3.66,0,2
Rsmn2x2_5-4.1,84.12,66.99,90.74,0.12,0.41,0.0,2,138.62,0.0,0.0,1.52,13.1,-6.92,0.728,0.9331,0.67,84.27,86.19,82.7,72.28,91.67,0.87,0.88,0.86,0.89,0.88,1.4,0.93,96.43,77.0,63680.4,2.15,2.91,0.32,1.44,22.68,-3.72,1,2
Rsmn2x2_5-5.1,90.08,85.02,100.0,0.07,0.24,0.0,1,141.3,-0.0,0.0,0.32,10.02,-7.01,0.787,0.9502,-7.32,90.27,91.11,87.9,86.44,96.43,0.89,0.9,0.88,0.82,0.79,0.92,0.85,96.43,72.6,77137.3,1.04,3.34,0.33,0.32,12.92,-3.65,1,2
Rsmn2x2_5-6.1,84.48,74.69,99.38,0.09,0.6,0.0,3,143.75,-0.0,0.0,1.04,15.93,-6.84,0.703,0.9791,2.67,84.7,85.84,81.83,79.03,96.43,0.89,0.89,0.88,0.82,0.8,1.0,0.84,96.43,66.3,90196.0,1.69,3.05,0.38,0.64,13.48,-3.62,1,2
